moneda,zona_url,ciudad,actividad,precio,opiniones,fuente,fecha_scan
CLP,https://www.civitatis.com/es/cauca/,Popayán,Excursión privada desde Popayán,"125.889,44 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Popayán,Excursión al Parque Arqueológico de San Agustín,"173.727,43 CL$",5 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Silvia,Tour de la cultura misak,"42.172,96 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Silvia,Excursión al Parque Nacional Puracé + Avistamiento del cóndor andino,"88.122,61 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Silvia,Tour por los mercados de Silvia + Casa misak y Payán,"39.025,72 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Popayán,Excursión al embalse Salvajina,"59.797,48 CL$",1 opinión,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Popayán,Vuelo en parapente por El Tambo,"69.239,19 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Popayán,Excursión a la Reserva Natural San Cipriano,"81.828,13 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Popayán,Descenso de cañones en Popayán,"59.797,48 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Silvia,Tour por la Casa Payán + Ritual misak,"47.837,98 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Silvia,Paseo a caballo por Silvia,"39.340,45 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Silvia,Senderismo por el páramo de Silvia,"14.162,56 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Popayán,Excursión de 3 días a los parques arqueológicos de Tierradentro y San Agustín,"499.781,09 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Silvia,Excursión privada desde Silvia,"133.757,53 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Popayán,Senderismo por las cascadas de Puracé,"90.341,61 CL$",Novedad,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Popayán,Excursión al lago El Bolsón,"37.766,83 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cauca/,Popayán,Trekking de 5 días por el Nevado del Huila finalizando en Belalcázar,"440.613,05 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cesar/,Valledupar,Tour privado por Valledupar,"144.772,86 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cesar/,Valledupar,Tour privado de Diomedes Díaz,"266.986,33 CL$",1 opinión,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cesar/,Valledupar,Excursión privada a los ríos de la Sierra Nevada de Santa Marta,"203.437,34 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/choco/,Bahía Solano,Avistamiento de ballenas en Bahía Solano,"62.944,72 CL$",3 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/choco/,Bahía Solano,Paseo en canoa por el río Tundó,"23.918,99 CL$",1 opinión,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Excursión a la Catedral de Sal de Zipaquirá,"45.068,42 CL$",916 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Oferta: Guatavita + Catedral de Sal de Zipaquirá,"70.246,30 CL$",765 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Free tour por Bogotá,¡Gratis!,3.766 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Excursión a la Catedral de Sal de Zipaquirá + Andrés Carne de Res en Chía,"65.462,51 CL$",119 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,,Traslados en Cundinamarca,"12.362,53 CL$",866 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Visita guiada por Bogotá + Teleférico a Montserrate,"75.533,66 CL$",272 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Excursión a Villa de Leyva,"110.782,71 CL$",65 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Tour de la cultura colombiana,"31.472,36 CL$",146 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Tour de Bogotá al completo con entradas,"117.077,18 CL$",142 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Trekking por el Parque Aventura La Chorrera,"104.488,23 CL$",49 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Visita guiada por el Museo del Oro y el barrio de La Candelaria,"43.054,18 CL$",27 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Tour privado por Bogotá,"88.122,61 CL$",82 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Free tour por el cerro de Monserrate,¡Gratis!,629 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Free tour por el barrio de La Candelaria,¡Gratis!,94 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Excursión a Zipaquirá en el Tren Turístico de la Sabana,"95.172,41 CL$",12 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Visita guiada por Monserrate,"25.177,88 CL$",22 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia","Tour por los barrios de San Diego, La Merced y La Macarena","26.688,56 CL$",2 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Free tour del grafiti por Bogotá,¡Gratis!,876 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Free tour gastronómico por Bogotá,¡Gratis!,87 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,"Bogotá, Colombia",Free tour en bicicleta por el centro de Bogotá,¡Gratis!,482 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour del café por Cundinamarca,"100.459,77 CL$",86 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Zipaquirá,Entrada a la Catedral de Sal de Zipaquirá,"17.624,52 CL$",59 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour de los fantasmas de Bogotá,"11.946,90 CL$",49 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión al Parque Jaime Duque,"85.604,82 CL$",37 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Taller y degustación de café colombiano en La Candelaria,"32.731,25 CL$",56 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,"Tour de 7, 10, 13 o 15 días por Colombia","1.458.051,54 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour de la cerveza artesanal por Bogotá,"43.557,74 CL$",34 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour privado de la esmeralda por Bogotá,"171.209,64 CL$",1 opinión,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Visita guiada por la Casa de Betty la Fea,"45.320,19 CL$",11 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión al Páramo de Sumapaz,"127.567,80 CL$",9 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión a los cafetales colombianos,"142.255,07 CL$",149 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,¿Escala en Bogotá? Tour desde el aeropuerto,"24.926,10 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Paseo en helicóptero por Bogotá,"138.478,38 CL$",Novedad,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión a Guatavita + Casa al Revés,"88.122,61 CL$",16 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Paseo a caballo o senderismo por las montañas de La Calera,"62.944,72 CL$",4 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour en bicicleta por Bogotá,"16.743,29 CL$",4 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour nocturno por Bogotá,"79.310,34 CL$",25 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour en chiva rumbera por Bogotá,"35.249,04 CL$",7 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Visita a la finca cafetera El Edén,"100.459,77 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Free tour de Gabriel García Márquez,¡Gratis!,6 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour en patinete eléctrico por La Candelaria,"26.436,78 CL$",27 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour de la cultura indígena por Bogotá,"7.553,36 CL$",27 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Free tour de la esmeralda,¡Gratis!,66 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Autobús turístico de Bogotá,"24.926,10 CL$",14 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour gastronómico por Bogotá,"55.950,80 CL$",42 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Visita guiada por Mirador El Paraíso + Teleférico,"66.878,76 CL$",67 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,¿Escala en Bogotá? Tour privado desde el aeropuerto,"197.646,42 CL$",19 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión privada desde Bogotá,"302.134,66 CL$",9 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión a la mina de sal de Nemocón,"75.533,66 CL$",23 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión al salto de Tequendama,"88.122,61 CL$",13 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour de Jorge Eliécer Gaitán,"32.731,25 CL$",3 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Visita guiada por el barrio Chapinero,"38.466,27 CL$",17 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour por el Jardín Botánico de Bogotá,"45.320,19 CL$",16 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour del desayuno colombiano,"35.668,75 CL$",20 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Taller de chocolate en Bogotá,"43.683,63 CL$",16 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión al Parque Natural Chicaque,"74.274,77 CL$",6 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Entrada a un local de bolirana electrónica,"5.035,57 CL$",1 opinión,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Taller de anillos de esmeraldas,"138.478,38 CL$",10 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Clase de salsa en Bogotá,"23.541,32 CL$",10 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour de compras por Bogotá,"79.310,34 CL$",1 opinión,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour de la fruta colombiana,"40.284,62 CL$",12 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Visita guiada por el barrio de Usaquén,"26.688,56 CL$",3 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Paseo privado a caballo por los cerros de Guadalupe y Monserrate,"209.461,40 CL$",3 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour por el Santuario del Divino Niño y la plaza 20 de Julio,"62.944,72 CL$",1 opinión,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Partido de fútbol en Bogotá con guía local,"76.932,29 CL$",5 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour privado del tejo y la cerveza por Bogotá,"103.984,68 CL$",2 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Taller de medicina ancestral indígena,"37.766,83 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Varios destinos,Excursión a la Mina de Sal de Nemocón + Senderismo por el desierto de Checua,"40.284,62 CL$",1 opinión,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Escalada en las Rocas de Suesca,"80.569,24 CL$",2 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Taller de mochilas wayuu en Bogotá,"37.766,83 CL$",4 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Visita nocturna al mirador de la Cueva del Arco,"47.837,98 CL$",4 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Clase de cocina colombiana,"90.640,39 CL$",1 opinión,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión a la laguna de Tota,"75.533,66 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Taller privado de grafitis en Bogotá,"75.533,66 CL$",4 opiniones,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Velada de boxeo en Bogotá,"43.557,74 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión a la laguna El Tabacal + Visita a la finca Gallito Torres,"130.925,02 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Transporte hasta el restaurante Andrés Carne de Res en Chía,"44.061,30 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour privado de la arquitectura de Bogotá,"151.067,33 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Tobia,Tour de aventura en Tobia,"33.990,14 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour privado del grafiti por Bogotá,"69.239,19 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Suesca,Escalada en las Rocas de Suesca,"16.793,65 CL$",1 opinión,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Varios destinos,Senderismo por las cuevas de Tenjo,"47.837,98 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión a Nocaima y La Vega + Visita a la finca de panela El Bambú,"75.533,66 CL$",Sin valorar,Civitatis,2026-01-05 16:51
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Avistamiento de aves en el cerro de Monserrate,"80.569,24 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour por el Parque Simón Bolívar y la Biblioteca Virgilio Barco,"28.451,01 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Visita al Museo Casa Marqués de San Jorge + Taller de cerámica prehispánica,"60.426,93 CL$",1 opinión,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Suesca,Puenting en Suesca,"100.711,55 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Suesca,Alquiler de bicicleta en Suesca,"10.071,15 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour de 4 días por Boyacá,"280.733,46 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Rafting en el cañón del río Güejar,"196.387,53 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour del cannabis por Bogotá,"75.533,66 CL$",1 opinión,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Clase de ritmos latinos en Bogotá,"32.731,25 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Excursión al Bioparque La Reserva,"74.778,32 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Paseo privado en helicóptero por Bogotá,"704.980,88 CL$",Novedad,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Tour gastronómico por Usaquén,"75.533,66 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Suesca,Tour en bicicleta por Suesca,"22.660,09 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Suesca,"Escalada, rápel y bicicleta en las Rocas de Suesca","50.355,77 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Suesca,Vía ferrata de las Rocas de Suesca,"45.320,19 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Chocontá,Excursión a caballo a la laguna de Suesca,"142.644,64 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Sutatausa,Senderismo por Sutatausa,"36.935,96 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Simijaca,Senderismo por Simijaca,"36.935,96 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Ubaté,Senderismo por Cucunubá,"36.935,96 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Ubaté,Tour por Ubaté + Senderismo hasta el Cerro de la Teta,"36.935,96 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Fúquene,Senderismo por Fúquene,"36.935,96 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Fúquene,Senderismo por Fúquene + Paseo en barco,"60.426,93 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Fúquene,Noche en el Agro Ecolodge Ziguazinsa,"83.943,08 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Tobia,Rafting en el río Negro,"20.394,08 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Tobia,Tirolina en Tobia,"17.876,30 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Tobia,Barranquismo en Tobia,"16.365,62 CL$",1 opinión,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Tobia,Salto de péndulo en Tobia Sky,"17.876,30 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Tobia,Paseo a caballo por Tobia,"18.128,07 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Bogotá,Pub Crawl ¡Tour de fiesta por La Candelaria!,"36.759,71 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Suesca,Senderismo por Suesca,"8.145,04 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Suesca,Rápel en las Rocas de Suesca,"16.793,65 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Útica,Barranquismo y tirolina en Útica,"20.142,31 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Útica,Tour de aventura en Útica,"27.695,67 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Guaduas,Tour por Guaduas,"15.106,73 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Útica,Rafting en el río Negro,"15.106,73 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Útica,"Tirolina, puente colgante y rápel en Útica","11.330,04 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Útica,Trekking y tirolina en Útica,"12.588,94 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/cundinamarca/,Útica,Paseo a caballo por Útica,"8.812,26 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Pereira,"Excursión a Filandia, Salento y Valle de Cocora","145.024,63 CL$",163 opiniones,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Salento,Senderismo por el Valle de Cocora,"82.079,91 CL$",88 opiniones,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Pereira,Excursión privada a los Termales Santa Rosa de Cabal,"163.119,98 CL$",9 opiniones,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Varios destinos,Visita a la finca El Ocaso,"66.469,62 CL$",98 opiniones,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Salento,Tour por Salento y Valle de Cocora,"71.253,42 CL$",95 opiniones,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Varios destinos,Excursión a los Termales Santa Rosa de Cabal,"70.246,30 CL$",2 opiniones,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Varios destinos,Excursión al Parque Nacional Los Nevados,"147.794,20 CL$",5 opiniones,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Armenia,"Excursión a Filandia, Salento y Valle de Cocora","137.974,83 CL$",44 opiniones,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Salento,Excursión al Valle de Cocora + Visita a la finca cafetera Entrebosques,"108.264,92 CL$",6 opiniones,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Pereira,Excursión a la Finca Recuca,"108.516,70 CL$",19 opiniones,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Armenia,Tour del cacao por la finca El Argel,"55.391,35 CL$",1 opinión,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Manizales,"Excursión a la hacienda Venecia, la finca de Café con aroma de mujer","103.732,90 CL$",Novedad,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Pereira,Visita a la finca de cacao El Turpial Feliz,"99.452,66 CL$",1 opinión,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Salento,Visita a la finca cafetera Luger,"45.320,19 CL$",3 opiniones,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Quimbaya,Tour del café por la finca Casa Vieja,"28.325,12 CL$",Sin valorar,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Manizales,Visita al ecoparque Recinto del Pensamiento,"8.812,26 CL$",2 opiniones,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Armenia,Visita a la Hacienda Combia,"51.614,67 CL$",14 opiniones,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Manizales,Excursión al volcán Nevado del Ruiz,"122.837,88 CL$",13 opiniones,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Buenavista,Vuelo en parapente por el Quindío,"45.320,19 CL$",12 opiniones,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Armenia,Excursión a la Finca Recuca,"108.516,70 CL$",8 opiniones,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Salento,Paseo a caballo por Salento,"56.650,24 CL$",10 opiniones,Civitatis,2026-01-05 16:52
CLP,https://www.civitatis.com/es/eje-cafetero/,Armenia,Free tour por el Parque de la Vida,¡Gratis!,4 opiniones,Civitatis,2026-01-05 16:52
