destino,actividad,precio,descripcion
Dosquebradas,Pasaporte al sabor y la aventura en el Parque del Café desde Pereira,$756.000,"Vive una experiencia única en el Parque del Café , uno de los destinos más emblemáticos del Eje Cafetero. Con nuestro Pasaporte Múltiple disfrutarás de una jornada llena de diversión, adrenalina y cultura, recorriendo las atracciones más emocionantes y los espacios que celebran la tradición cafetera colombiana. Sumérgete en la magia del paisaje , conoce el proceso del café desde la semilla hasta la taza y disfruta de un delicioso almuerzo típico que hará de este día una experiencia inolvidable. Todo está pensado para tu comodidad: transporte privado, asistencia médica y acompañamiento durante toda la experiencia. ¿Listo para disfrutar un día de aventura y sabor en el corazón del Quindío? ¡Reserva ahora y vive esta experiencia inolvidable! Precios y descuentos 2025 Adultos y niños desde 8 años hasta 69 años El precio para 1 persona es de COP $756.000 . Grupo de 2 personas , precio por persona COP $484.000 . Grupo de 3 personas , precio por persona COP $393.000 . Grupo de 4 personas , precio por persona COP $348.000 . Grupo de 5 personas , precio por persona COP $356.000 . Grupo de 6 personas , precio por persona COP $332.000 . Grupo de 7 personas , precio por persona COP $315.000 . Grupo de 8 personas , precio por persona COP $302.000 . Grupo de 9 personas , precio por persona COP $292.000 . Grupo de 10 personas , precio por persona COP $276.000 . Adolescentes entre 3 y 7 años y adultos mayores de 70 años: El precio para 2 personas es de COP $422.000 por persona. Grupo de 3 personas , COP $344.000 por persona. Grupo de 4 personas , COP $298.000 por persona. Grupo de 5 personas , COP $306.000 por persona. Grupo de 6 personas , COP $283.000 por persona. Grupo de 7 personas , COP $265.000 por persona. Grupo de 8 personas , COP $253.000 por persona. Grupo de 9 personas , COP $243.000 por persona. Grupo de 10 personas , COP $235.000 por persona. Niños menores de 3 años: Los niños menores de 3 años solo pagan transporte y asistencia médica."
Norcasia,"Excursión privada a Norcasia, Caldas saliendo desde la ciudad de Manizales.",$911.000,"Vive 2 días rodeado(a) de naturaleza y aventura en este tour que te llevará al municipio de Norcasia saliendo desde la ciudad de Manizales. En esta actividad descubrirás algunos de los lugares más fascinantes del departamento de Caldas, realizarás un recorrido por el Río la Miel y llevarás a cabo las siguientes actividades: Tubing. Body Rafting. Senderismo. Recorrido hasta la Cascada la Clara. Adicionalmente podrás hacer un recorrido de aventura al Salto las Pavas y la Piscina Natural. No te quedes sin conocer esta maravilla en el departamento de Caldas. Reserva tu cupo ya. Precios y Descuentos El precio por persona para grupos de 1 a 4 personas para esta actividad es de COP $911.000 El precio por persona para grupos de 5 a 6 personas para esta actividad es de COP $807.000 El precio por persona para grupos de 7 a 9 personas para esta actividad es de COP $702.000"
Guatapé,Tour de 1 día al Peñol y Guatapé desde Medellín.,$129.000,"Vive un día especial que te sacará de tu rutina en este tour de un día que te llevará a los municipios antioqueños del Peñol y Guatapé saliendo desde Medellín. Durante la actividad tendrás la posibilidad de realizar un recorrido en barco por el embalse donde tendrás una vista privilegiada de la imponente Piedra del Peñol , caminarás por la réplica del antiguo pueblo que fue inundado cuando realizaron la represa y disfrutarás de uno de los pueblos más coloridos y pintorescos de Sur América, Guatapé. Algunos de los sitios que visitarás en este tour son: La Replica del Peñol. El Peñol. La Piedra del Peñol. Guatapé. Recorrido en barco por la represa . ¿Qué esperas para vivir una experiencia de un día con tu familia que recordarás por siempre? Realiza tu reserva ya. Precios El precio por cada adulto o mayor de 4 años es de COP $129.000"
Guatapé,Plan de 1 hora de deportes acuáticos en la represa de Guatapé,$260.000,"Si te gustan los deportes acuáticos y eres amante de la adrenalina, este plan de 1 hora de diversión y deportes acuáticos en la represa de Guatapé es sin duda, un plan que no te puedes perder en tu visita a este fascinante municipio antioqueño. Este plan incluye una hora de deportes acuáticos en la que podrás practicar cualquiera de las siguientes actividades: Wakebording. Kneebording. Esquí Acuático. Slalom. Dona. Este es un plan apto para principiantes y no requiere de experiencia previa. Además, todas las actividades que realizarás estarán supervisadas por un instructor quien te explicará la forma adecuada para disfrutar de ellas de forma segura. ¿Estás listo para vivir una experiencia diferente practicando deportes acuáticos en Guatapé? Si es así, no esperes para reservar ya tu cupo. Precios y Descuentos El precio por el alquiler de la lancha 1 hora es de $260.000 COP."
Guatapé,Paseo Privado de 1 hora en Lancha Rápida por Guatapé para grupos de hasta 7 personas,$250.000,"Si tienes pensado visitar el municipio de Guatapé y pasear en lancha para explorar la represa, no te vayas sin haber realizado este recorrido privado de 1 hora en una lancha rápida por los lugares más importantes de la zona. Durante el recorrido visitaremos: El Antiguo Peñol. La casa de James Rodríguez. La casa de Pablo Escobar. La isla Guaca. ¿Estás listo(a) para recorrer Guatapé con nosotros a bordo de una lancha rápida y vivir momentos inolvidables al lado de tus seres queridos? Precios y Descuentos El precio por el alquiler de la lancha es de $250.000 pesos colombianos."
Guatapé,Tour Privado de 1 día al Peñol y Guatapé desde Medellín.,$590.000,"Vive un día especial que te sacará de tu rutina en este tour Privado de un día que te llevará a los municipios antioqueños del Peñol y Guatapé saliendo desde Medellín. Durante la actividad tendrás la posibilidad de realizar un recorrido en barco por el embalse donde tendrás una vista privilegiada de la imponente Piedra del Peñol , caminarás por la réplica del antiguo pueblo que fue inundado cuando realizaron la represa y disfrutarás de uno de los pueblos más coloridos y pintorescos de Sur América, Guatapé. Algunos de los sitios que visitarás en este tour son: La Replica del Peñol. El Peñol. La Piedra del Peñol. Guatapé. Recorrido en barco por la represa . ¿Qué esperas para vivir una experiencia de un día con tu familia que recordarás por siempre? Realiza tu reserva ya. Precios 2026. El precio por persona para grupos de 2 personas es de COP $590.000. El precio por persona para grupos de 3 personas es de COP $420.000. El precio por persona para grupos de 4 personas es de COP $330.000. El precio por persona para grupos de 5 personas es de COP $330.000. El precio por persona para grupos de 6 personas es de COP $330.000. El precio por persona para grupos de 7 personas es de COP $230.000. El precio por persona para grupos de 8 personas es de COP $210.000. El precio por persona para grupos de 9 personas es de COP $190.000. El precio por persona para grupos de 10 personas es de COP $180.000."
Guatapé,Recorrido Privado de 1 hora en Casa Bote por la represa de Guatapé para grupos entre 5 y 16 personas,$307.000,"Si estás pensando en alquilar un planchón o Casa Bote en Guatapé y quieres conocer los lugares más representativos de la zona, este recorrido privado de 1 hora por la represa es sin duda el plan perfecto para ti. Nuestro planchón -que funciona también como casa bote- cuenta con todas las comodidades y los servicios necesarios para que vivas una experiencia segura y divertida en el embalse. Durante el recorrido avistaremos algunos de los lugares más importantes de la represa, entre ellos: Pista de Entrenamiento para Kayak. Camino “La Herradura”. Zonas llenas de naturaleza. Reserva tu cupo con nosotros ya y vive una experiencia única en el en embalse de Guatapé. IMPORTANTE: Una vez hagas tu reserva, nos comunicaremos contigo para definir el punto exacto de encuentro en Guatapé. NOTA: Si quieres que el recorrido tenga una duración diferente a la especificada en la descripción comunícate con nosotros. Tenemos recorridos desde 1 hasta 6 horas. Precios y Descuentos El precio por el alquiler de la casa bote durante 1 hora es de $307.000 COP."
Guatapé,Recorrido Privado de 2 horas en Lancha Rápida por Guatapé para grupos de hasta 7 personas,$466.000,"Si estás en Guatapé o tienes pensado ir a este fascinante municipio antioqueño y quieres alquilar una lancha para ti y tu familia, este recorrido de 2 horas en Lancha Rápida por la represa es sin duda, un plan que no te puedes perder. Además de vivir una experiencia divertida al lado de tus seres queridos, visitarás los sitios más representativos de la represa, entre los cuales se destacan: El antiguo Peñol. La casa de James Rodríguez. La casa de Pablo Escobar. La isla Guaca. Lago Grande. El Pueblo de Guatapé. ¿Estás listo(a) para vivir una experiencia única al lado de tus seres queridos en uno de los principales embalse de Colombia? Si es así reserva ya tu cupo y descubre con nosotros todos los secretos que Guatapé tiene para ti. Importante: Este es un recorrido privado, por lo tanto no tendrás que compartir la lancha con otro grupo diferente al tuyo. Precios y Descuentos El precio por el alquiler de la lancha por 2 horas es de COP $466.000."
Guatapé,Recorrido Privado de 4 horas en Casa Bote por la represa de Guatapé para grupos entre 5 y 20 personas,$5.000.000,"Si estás pensando en alquilar un planchón o Casa Bote en Guatapé y quieres conocer los lugares más representativos de la zona, este recorrido privado de 4 horas por la represa es sin duda el plan perfecto para ti. Nuestro planchón -que funciona también como casa bote- cuenta con todas las comodidades y los servicios necesarios para que vivas una experiencia segura y divertida en el embalse. Durante el recorrido avistaremos algunos de los lugares más importantes de la represa, entre ellas la Pista de Entrenamiento para Kayak y el el Camino “La Herradura”. Reserva tu cupo con nosotros ya y vive una experiencia única en el en embalse de Guatapé. IMPORTANTE: Una vez hagas tu reserva, nos comunicaremos contigo para definir el punto exacto de encuentro en Guatapé. NOTA: Si quieres que el recorrido tenga una duración diferente a la especificada en la descripción comunícate con nosotros. Tenemos recorridos desde 1 hasta 6 horas. Precios y Descuentos El precio total de alquilar la casa bote 4 horas es de $5.000.000 COP."
Guatapé,Tour Privado de 1 día a Guatapé desde Medellín,$206.000,"Vive un día inolvidable en el corazón de Antioquia en este tour privado de un día a Guatapé saliendo desde la ciudad de Medellín. Tu oportunidad para conocer uno de los pueblos más coloridos de Colombia. Durante la actividad tendrás la posibilidad de visitar la Réplica de Peñol y el municipio de Guatapé, además llegarás hasta la base de la Piedra del Peñol, siempre acompañado de un guía quien te explicará la historia de cada uno de los lugares visitados. Algunos de los sitios que visitaras en este tour son: Réplica del Viejo Peñol. La Piedra del Peñol. Parque de Guatapé. Plazoleta de los Zócalos. Malecón junto a la Represa. Precios y Descuentos Por favor contáctanos por whatsapp para validar el precio y disponibilidad de este plan. Si buscas una alternativa que puedas reserevar de manera inmediata te recomendamos ver el Tour Económico a Guatapé desde Medellín."
Guatapé,Visita la Peñol y Guatapé desde Manizales,$200.000,"Embárcate en una aventura única desde Manizales hacia uno de los destinos más emblemáticos de Antioquia: Guatapé y la imponente Piedra del Peñol . No pierdas la oportunidad de subir a la famosa Piedra del Peñol , una formación natural de 220 metros de altura que ofrece vistas panorámicas espectaculares del embalse de Guatapé y sus alrededores. Desde la cima, podrás disfrutar de un paisaje inigualable que te dejará sin aliento y luego podrás navegar por las tranquilas aguas del embalse en un recorrido en barco, donde conocerás la historia local y aprenderás sobre la construcción de la represa, mientras te maravillas con los hermosos paisajes que rodean el lugar. Tras el paseo en barco, recorrerás a pie las coloridas calles de Guatapé , un pueblo famoso por sus vibrantes zócalos , que adornan las fachadas de sus casas y cuentan las historias y tradiciones de la región. Finalmente, regresarás a Medellín para disfrutar de la mágica iluminación navideña que decora la ciudad , creando una atmósfera festiva que cierra este recorrido lleno de naturaleza, cultura y aventura. Precios 2025 El precio por persona mayor de 5 años es de COP $200.000. COP El precio por niño de 0 a 4 años es de COP $15.000 COP"
Riohacha,Experiencia La Guajira Todo un Encanto. 4 días 3 noches.,$1.228.500,"Déjate llevar por el encanto de La Guajira con este tour de 4 días y 3 noches empezando en Riohacha. Durante esta experiencia, conocerás la historia de Riohacha, capital del municipio de La Guajira y distrito turístico y cultural con un Citytour completo por los principales atractivos turísticos. Visitarás Uribía que es conocida como la capital indígena colombiana y las Salinas Marítimas en Manaure. Además, disfrutarás del Cabo de la Vela, lugar sagrado para la cultura wayuu donde pasarás una noche que recordarás por la cantidad de estrellas que lograrás observar. Y como si fuera poco, estarás acompañado por un conductor local durante todo el recorrido quien te contará la historia de cada uno de los lugares que se visitan. ¿Qué esperas para conocer La Guajira? Reserva tu cupo con nosotros ya. Precios. El precio para personas mayores a 10 años es de COP $1.228.500. El precio para personas entre 5 y 10 años es de COP $596.700. Menores de 5 años viajan gratis. No incluye ni alimentación ni cama independiente en el hospedaje."
Riohacha,Excursión “Explora La Guajira”. 5 días y 4 noches,$1.661.400,"Déjate llevar por el encanto de La Guajira con este tour de 5 días y 4 noches empezando en Riohacha. Durante esta excursión visitarás Uribia, conocida como la capital indígena colombiana y llegarás hasta el faro de Punta Gallinas, la primera porción de territorio continental colombiano. Además, conocerás Punta Aguja donde podrás observar a los indígenas Wayuu realizando sus actividades de pesca artesanal. Asimismo, disfrutarás del Cabo de la Vela, lugar sagrado para la cultura wayuu donde pasarás una noche que recordarás por la cantidad de estrellas que lograrás observar. Pasarás por las Salinas Marítimas de Manaure en donde se destacan sus playas de arena blanca, plácidas bahías y los tipos de terreno que ofrece el inmenso desierto. Y como si fuera poco, estarás acompañado por un conductor local durante todo el recorrido quien te contará la historia de cada uno de los lugares que se visitan. ¿Qué esperas para conocer La Guajira? Reserva tu cupo con nosotros ya. Precios. El precio para personas mayores a 10 años es de COP $1.661.400. El precio para personas entre 5 y 10 años es de COP $655.200. Menores de 5 años viajan gratis. No incluye ni alimentación ni cama independiente en el hospedaje."
Riohacha,"Experiencia “La Guajira Imperdible”. 4 noches, 5 días.",$1.953.900,"Ven a La Guajira y permite que tus sentidos viajen en otra dimensión, desde la media a la alta Guajira, percibe la inmensidad de la montaña, el caudal de sus ríos que bajan de la Sierra Nevada de Santa Marta, la majestuosidad del desierto y la infinidad de sus playas. Durante esta experiencia visitarás Riohacha y la etnia Wayuu, con quienes tendrás una charla que te transportará su místico mundo cultural cargado de historias, mitos y leyendas. Además, conocerás Punta Gallina; un lugar donde abundan las zonas desérticas y donde disfrutarás de singulares paisajes polvorientos, de hermosos atardeceres y cielo nocturnos estrellados. Y como si fuera poco, conocerás un gran número de sitios fascinantes entre los que se destacan bahía honda, el cabo de la vela, y Salina de Manaure. Lugares en donde abunda la diversidad de fauna y flora y donde encontrarás algunas de las playas más lindas de Colombia. ¿Qué esperas para conocer La Guajira? Reserva tu cupo con nosotros ya. Precios. El precio para personas mayores a 10 años es de COP $1.953.900. El precio para personas entre 5 y 10 años es de COP $795.000. Menores de 5 años viajan gratis. No incluye ni alimentación ni cama independiente en el hospedaje."
Riohacha,"Excursión “La Guajira, Toda Una Aventura”. 5 noches y 6 días",$2.281.500,"Disfruta del Parque Natural Nacional La Macuira ¡El único bosque de niebla en medio del desierto del mundo! En esta experiencia conocerás gran parte de la península de La Guajira, viajarás por lugares sagrados en el Cabo de la Vela, visitarás el punto más norte de Suramérica: Punta Gallinas y recorrerás el Parque Natural Nacional de La Macuira. Y como si fuera poco, estarás acompañado por un conductor local durante todo el recorrido quien te contará la historia de cada uno de los lugares que se visitan. ¿Qué esperas para conocer La Guajira? Reserva tu cupo con nosotros ya. Precios. El precio para personas mayores a 10 años es de COP $2.281.500. El precio para personas entre 5 y 10 años es de COP $877.500. Menores de 5 años viajan gratis. No incluye ni alimentación ni cama independiente en el hospedaje."
Riohacha,Tour de Un Día al Cabo de La Vela desde Riohacha,$460.000,"Vive un día inolvidable disfrutando de los dramáticos paisajes del Cabo de la Vela y llénate de energía alcanzando la cima del cerro Kamaichi. En este viaje disfrutarás de los más exóticos paisajes que se mezclan con el mar Caribe y conocerás lugares simplemente fascinantes, entre ellos: Uribia. Las Salinas de Manaure. El Ojo de Agua. El Pilón de Azúcar. Punta Arcoíris. Y como si fuera poco, estarás acompañado por un conductor local durante todo el recorrido quien te contará historias fascinantes de cada uno de los lugares que visitarás. ¿Te animas a vivir esta experiencia con nosotros? Reserva tu cupo ya. Precios y descuentos. El precio por persona para 1 persona es de COP $1.041.300. El precio por persona para grupos de 2 personas es de COP $678.600. El precio por persona para grupos de 3 personas es de COP $538.200. El precio por persona para grupos de 4 a 6 personas es de COP $460.000."
Montenegro,Pasadía Parque del Café desde Manizales,$225.000,"Disfruta de un día lleno de diversión, aventura y cultura en el emblemático Parque del Café , un destino único que combina lo mejor de la tradición cafetera con emocionantes atracciones . Vive la experiencia de recorrer sus espectaculares paisajes y disfrutar de juegos mecánicos extremos . Diviértete con los espectáculos artísticos que celebran las tradiciones locales y las impresionantes vistas de paisajes cubiertos de cafetales . ¡Un plan perfecto para compartir con familia o amigos mientras te sumerges en la esencia cafetera de Colombia! Precios 2025 El precio por persona mayor de 90 cms de estatura es de COP $225.000. COP El precio por niño de 0 a 89 cm es de $95.000 COP Información En caso de tener un grupo de mas de 15 Pax cualquier día de la semana, se realizará la salida con las mismas condiciones y valores. Según el número de personas el transporte será una van, buseta o bus."
Montenegro,Pasadía Parque Acuático Las Bailarinas desde Manizales y Pereira,$190.000,"¡Vive un día diferente lleno de aventura y diversión en el Complejo Acuático Las Bailarinas ! Este increíble destino recreativo tiene actividades para todos: piscinas para todas las edades, emocionantes toboganes y áreas temáticas diseñadas para el entretenimiento de toda la familia. Rodeado de un entorno natural que te invita a relajarte, Las Bailarinas ofrece un ambiente fresco y tranquilo para disfrutar al máximo. Además, podrás encontrar zonas de picnic, restaurantes con deliciosas opciones gastronómicas y actividades para grandes y pequeños, ideales para crear recuerdos inolvidables. Es el lugar perfecto para desconectarte y disfrutar momentos únicos. ¡No te lo pierdas! Precios 2025 temporada alta El precio por persona mayor de 5 años de edad es de $205.000 COP El precio por niños entre 2 a 5 años de edad es de COP $95.000 COP El precio por infantes de brazos es de $15.000 COP Precios 2025 temporada baja El precio por persona mayor de 5 años de edad es de $190.000 COP El precio por niños entre 2 a 5 años de edad es de COP $95.000 COP El precio por infantes de brazos es de $30.000 COP Información En caso de tener un grupo de mas de 15 Pax cualquier día de la semana, se realizará la salida con las mismas condiciones y valores. Según el número de personas el transporte será una van o un bus. También tenemos salidas privadas con costos diferentes."
Bogotá,City Tour Diurno o Nocturno en Bogotá. 4 horas.,$98.000,"Conoce el corazón de la capital colombiana en este City tour por Bogotá. Una actividad que te permitirá conocer los principales atractivos turísticos de esta ciudad. Durante el recorrido vivirás una experiencia inigualable en Bogotá y conocerás un poco sobre la historia de la ciudad y su barrio más antiguo, La Candelaria. Y como si fuera poco, podrás realizar el tour de día o de noche; tú eliges. Algunos de los lugares que visitarás son: Avenida Carrera 7°. Plaza de Santander. Plaza de Bolívar. Casa de la Moneda. Museo de Botero. Plaza del Chorro de Quevedo. Parque de los Periodistas. Disfruta de las hermosas calles coloniales y muestras artísticas en este Citytour por Bogotá. Reserva tu cupo con nosotros ya. Precios y Descuentos Si reservas para 1 personas el costo por persona será de COP $330.000. Si reservas para 2 personas el costo por persona será de COP $180.000. Si reservas para 3 personas el costo por persona será de COP $126.000 Si reservas para 4 o más personas el costo por persona será de COP $96.000 Estos descuento se aplicará de manera automática una vez elijas la fecha, selecciones el número de personas y hagas click en el botón “RESERVAR”."
Bogotá,Excursión Privada a la Catedral de Sal de Zipaquirá desde Bogotá.,$230.000,"Vive un día inolvidable con esta excursión de 1 día a la Catedral de Sal de Zipaquirá desde la ciudad de Bogotá. Durante la actividad conocerás la primera Maravilla de Colombia, La Catedral de Sal, la cual es considerada como el único templo subterráneo del mundo a 180 metros bajo tierra. Entre muchas otras cosas, con esta excursión podrás acceder a la catedral de Sal, visitar sus esculturas de Sal y de Mármol y entender por qué es considerada patrimonio cultural y religioso. ¿Estás listo(a) para vivir un día inolvidable en el segundo lugar de culto más impresionante del mundo? Precios y Descuentos Si reservas para 1 personas el costo por persona será de COP $550.000. Si reservas para 2 personas el costo por persona será de COP $340.000. Si reservas para 3 personas el costo por persona será de COP $270.000 Si reservas para 4 o más personas el costo por persona será de COP $230.000 Estos descuento se aplicará de manera automática una vez elijas la fecha, selecciones el número de personas y hagas click en el botón “RESERVAR”."
Bogotá,Excursión Privada de 1 día a la Laguna de Guatavita desde Bogotá.,$132.000,"Conoce la Laguna de Guatavita en esta excursión de 1 día saliendo desde la ciudad de Bogotá. Durante el recorrido visitarás Guatavita; una laguna ubicada a 3.100 msnm la cual es famosa por ser una de las más importantes de la cultura precolombina ya que en ella se desarrollaba la conocida Leyenda del Dorado. Además, podrás disfrutar de una espectacular vista que se alcanza desde uno de sus miradores en donde estarás rodeado(a) de montañas y verdes; el lugar ideal para respirar aire puro. Esta es tu oportunidad para conocer un poco sobre la cultura precolombina y disfrutar de un hermoso espectáculo de la naturaleza. Precios y Descuentos Si reservas para 1 personas el costo por persona será de COP $330.000. Si reservas para 2 personas el costo por persona será de COP $190.000. Si reservas para 3 personas el costo por persona será de COP $155.000 Si reservas para 4 o más personas el costo por persona será de COP $132.000 Estos descuento se aplicará de manera automática una vez elijas la fecha, selecciones el número de personas y hagas click en el botón “RESERVAR”."
Bogotá,Excursión de 1 día a la Mina Sal de Nemocón desde la ciudad de Bogotá.,$138.000,"Conoce la Mina de Sal de Nemocón en esta excursión de un día saliendo desde la ciudad de Bogotá y disfruta de una maravilla escondida en lo más profundo de la tierra. Durante esta actividad, recorrerás 1.600 metros por túneles y cámaras a 80 metros bajo tierra y como si fuera poco, conocerás “El corazón de Colombia”, un cristal de sal en forma de corazón, considerado el más grande del mundo. La excursión a la Mina de Sal de Nemocón es la oportunidad perfecta para que conozcas de cerca el proceso de producción de sal utilizado desde la época prehispánica y los más de 500 años de historia que tiene esta mina. Algunos de los principales atractivos turísticos que conocerás durante el recorrido son: La cascada de Sal. Manantial o poso de los deseos. Espejos de Salmuera. No te quedes sin conocer la Mina de Sal de Nemocón. Reserva tu cupo con nosotros ya. Precios y Descuentos Si reservas para 1 personas el costo por persona será de COP $300.000. Si reservas para 2 personas el costo por persona será de COP $186.000. Si reservas para 3 personas el costo por persona será de COP $147.000. Si reservas para 4 o más personas el costo por persona será de COP $138.000. Estos descuento se aplicará de manera automática una vez elijas la fecha, selecciones el número de personas y hagas click en el botón “RESERVAR”."
Bogotá,Excursión Privada de 1 día a Villa de Leyva desde la ciudad de Bogotá.,$340.000,"Conoce uno de los municipios más bonitos de Colombia en esta excursión de 1 día a Villa de Leyva desde la ciudad de Bogotá. Además de visitar y recorrer las calles de este fascinante municipio de Boyacá, el cual ha sido reconocido como Monumento Nacional desde 1954, conocerás: El Puente de Boyacá: Un icónico puente en donde tuvo lugar la última batalla que le dió la independencia a Colombia. Ubaté: Un municipio reconocido por su producción láctea. Chiquinquirá: Un lugar de gran valor para los católicos el cual está cargado de importantes joyas arquitectónicas. Ráquira: Un pintoresco pueblo conocido como la capital artesanal de Colombia. ¿Estás listo(a) para vivir un día inolvidable en la sabana cundiboyacense? Reserva tu cupo con nosotros ya. Precios y Descuentos Si reservas para 1 personas el costo por persona será de COP $790.000. Si reservas para 2 personas el costo por persona será de COP $500.000. Si reservas para 3 personas el costo por persona será de COP $380.000. Si reservas para 4 o más personas el costo por persona será de COP $340.000. Estos descuento se aplicará de manera automática una vez elijas la fecha, selecciones el número de personas y hagas click en el botón “RESERVAR”."
Bogotá,Tour por Monserrate en la ciudad de Bogotá.,$135.000,"Conoce el punto turístico más visitado de Bogotá en este tour de 4 horas aproximadamente por Monserrate. Durante el recorrido disfrutarás de la hermosa vista panorámica de la ciudad de Bogotá que se puede observar desde el mirador de Monserrate. Además, conocerás el Santuario Encalado con sus íconos inusuales: La Virgen Negra y el Cristo Caído. También caminarás por las plazas adoquinadas del lugar las cuales están rodeadas de un impresionante bosque altoandino. No te quedes sin ir a uno de los lugares con mejor vista de la capital colombiana. Reserva tu cupo con nosotros ya. Precios y Descuentos Si reservas para 1 personas el costo por persona será de COP $374.000. Si reservas para 2 personas el costo por persona será de COP $210.000. Si reservas para 3 personas o más el costo por persona será de COP $135.000. Estos descuento se aplicará de manera automática una vez elijas la fecha, selecciones el número de personas y hagas click en el botón “RESERVAR”."
Bogotá,Tour por el Museo del Oro en la ciudad de Bogotá.,$65.000,"Conoce uno de los principales atractivos turísticos de la ciudad de Bogotá este tour de 4 horas al Museo del Oro. Durante el recorrido podrás apreciar los más de 55.000 tesoros arqueológicos de incalculable valor comercial y conocer la historia de la minería, manufactura y metalurgia de la época prehispánica. Además podrás ver algunos objetos de las diferentes culturas que habitaban en el territorio colombiano, tales como los Muiscas, Quimbayas, Zenú y Taironas. No te quedes sin conocer un espacio lleno de historia y cultura. Reserva tu cupo con nosotros ya. Precios y Descuentos Si reservas para 1 personas el costo por persona será de COP $180.000. Si reservas para 2 personas el costo por persona será de COP $105.000. Si reservas para 3 personas el costo por persona será de COP $78.000. Si reservas para 4 o más personas el costo por persona será de COP $65.000. Estos descuento se aplicará de manera automática una vez elijas la fecha, selecciones el número de personas y hagas click en el botón “RESERVAR”."
Bogotá,Tour de Graffiti en la ciudad de Bogotá,$120.000,"Conoce una perspectiva diferente de Bogotá visitando el Distrito de Grafiti en el barrio de la Candelaria con este tour de 4 horas aproximadamente. Este será un recorrido que te permitirá apreciar las expresiones artísticas propias del arte callejero con sus característicos colores y formas diversas. Además, será un viaje que te permitirá entender la transformación que ha tenido esta zona de la ciudad gracias a los grafitis y murales pintados por artistas nacionales e internacionales. Los Grafitis transmiten a quienes los están viendo los deseos de la comunidad y son una forma de alzar la voz y hacer sentir por medio del arte y el color sus sentimientos. ¿Te animas a conocer la zona más colorida de Bogotá con nosotros? Precios y Descuentos Si reservas para 1 personas el costo por persona será de COP $360.000. Si reservas para 2 personas el costo por persona será de COP $190.000. Si reservas para 3 personas el costo por persona será de COP $160.000. Si reservas para 4 o más personas el costo por persona será de COP $120.000. Estos descuento se aplicará de manera automática una vez elijas la fecha, selecciones el número de personas y hagas click en el botón “RESERVAR”."
Bogotá,Excursión Grupal a la Catedral de Sal de Zipaquirá desde Bogotá.,$114.000,"Vive un día inolvidable con esta excursión grupal de 1 día a la Catedral de Sal de Zipaquirá desde la ciudad de Bogotá. Adquiere tus entradas en: https://www.catedraldesal.triviantes.com/ Durante la actividad conocerás la primera Maravilla de Colombia, La Catedral de Sal, la cual es considerada como el único templo subterráneo del mundo a 180 metros bajo tierra. Entre muchas otras cosas, con esta excursión podrás acceder a la catedral de Sal, visitar sus esculturas de Sal y de Mármol y entender por qué es considerada patrimonio cultural y religioso. ¿Estás listo(a) para vivir un día inolvidable en el segundo lugar de culto más impresionante del mundo? Precios y Descuentos Compra tus entradas: https://www.catedraldesal.triviantes.com/ El precio por persona para adultos o mayores de 5 años es de COP $114.000 El precio por persona para niños menores de 5 años es de COP $83.000"
Bogotá,Excursión Grupal de 1 día a la Laguna de Guatavita desde Bogotá.,$93.000,"Conoce la Laguna de Guatavita en esta excursión grupal de 1 día saliendo desde la ciudad de Bogotá. Durante el recorrido visitarás Guatavita; una laguna ubicada a 3.100 msnm la cual es famosa por ser una de las más importantes de la cultura precolombina ya que en ella se desarrollaba la conocida Leyenda del Dorado. Además, podrás disfrutar de una espectacular vista que se alcanza desde uno de sus miradores en donde estarás rodeado(a) de montañas y verdes; el lugar ideal para respirar aire puro. Esta es tu oportunidad para conocer un poco sobre la cultura precolombina y disfrutar de un hermoso espectáculo de la naturaleza. Precios y Descuentos El precio por persona es de COP $93.000."
Bogotá,Excursión Grupal de 1 día a Villa de Leyva desde la ciudad de Bogotá.,$145.000,"Conoce uno de los municipios más bonitos de Colombia en esta excursión grupal de 1 día a Villa de Leyva desde la ciudad de Bogotá. Además de visitar y recorrer las calles de este fascinante municipio de Boyacá, el cual ha sido reconocido como Monumento Nacional desde 1954, conocerás: El Puente de Boyacá: Un icónico puente en donde tuvo lugar la última batalla que le dió la independencia a Colombia. Ubaté: Un municipio reconocido por su producción láctea. Chiquinquirá: Un lugar de gran valor para los católicos el cual está cargado de importantes joyas arquitectónicas. Ráquira: Un pintoresco pueblo conocido como la capital artesanal de Colombia. Durante el recorrido estarás acompañado de un guía experto quien te contará sobre la historia de cada uno de los lugares que visitarás. ¿Estás listo(a) para vivir un día inolvidable en la sabana cundiboyacense? Reserva tu cupo con nosotros ya. Precios y Descuentos El precio por persona es de COP $145.000"
