destino	pais	actividad	precio	moneda	rating	viajeros	descripcion	operador	email	telefono	direccion	url_actividad	fecha_scan													
Honda	Colombia	Tour privado por la Ruta el Saltarín con avistamiento de aves	280.000	COP	Sin valorar	3	Si os apasiona la ornitología, este tour privado por la Ruta el Saltarín es perfecto para vosotros. Podréis avistar más de 250 especies de aves en plena naturaleza colombiana. ¡Os encantará! || || Itinerario || || A la hora indicada, nos encontraremos en la Hacienda Quinta Brasilia de Honda para dar comienzo a este tour privado por la Ruta el Saltarín. ¿Preparados para avistar las aves más bonitas de Colombia? ¡Vamos allá! || || Una vez hechas las presentaciones, un recorrido de unos 2,5 kilómetros adentrándonos en el boque seco tropical de Honda. Durante la caminata, podréis observar más de 250 especies de aves diferentes, entre ellas, el saltarín coludo, que da nombre a esta popular ruta. || || Además, mientras admiramos la belleza y el encanto de esta zona en plena naturaleza colombiana, aprenderéis a identificar las aves y conoceréis todos los secretos de su comportamiento. ¡Os sentiréis unos expertos ornitólogos! || || Finalmente, nos despediremos en el punto de partida cinco horas después del inicio de la actividad.	Honda Natural	hondanatural1@gmail.com	3007558235	NATALIA BARRAGAN CASTAÑEDA | CR 19 B 7 A 46, Honda, Colombia	https://www.civitatis.com/es/honda/tour-ruta-saltarin-avistamiento-aves/	04-02-2026													
Cali	Colombia	Excursión al mariposario Andoke + Cristo Rey	320.000	COP	Sin valorar	3	Dejaos seducir por las formas y colores de las mariposas más exóticas de Colombia. En esta excursión visitaremos el mariposario Andoke y la estatua de Cristo Rey, todo un símbolo de Cali. || || Itinerario || || Os recogeremos en vuestro hotel de Cali a la hora indicada y pondremos rumbo hacia el corazón del valle del Cauca, todo un referente de la flora y fauna de Colombia. Aquí visitaremos el mariposario Andoke, que alberga más de 15 especies autóctonas de este insecto tan peculiar. ¡Abrid bien los ojos! || || Durante el recorrido por el mariposario Andoke, conoceréis las peculiaridades de cada especie y aprenderéis el importante papel de las mariposas en este ecosistema. A medida que vayamos paseando por los senderos y caminos del centro, avistaremos también aves del valle del Cauca, así como libélulas y plantas necesarias para la supervivencia de las mariposas. || || Además, el mariposario alberga un peculiar mapa de Colombia que recoge sus regiones geográficas, ríos, ciudades y la fauna y flora de cada región. ¡Os sorprenderá! || || Después, regresaremos al minibús y nos dirigiremos al cerro Los Cristales, donde nos espera paciente el guardián indiscutible de Cali: el Cristo Rey. Esta imponente estatua de 26 metros de altura y 464 toneladas es el símbolo por excelencia de la ciudad. ¡Y no es para menos! || || Tras hacer las fotos de rigor, regresaremos a vuestro hotel de Cali, donde nos despediremos tras un total de cuatro horas de excursión.	Beyond Colombia	beyondfreetour@gmail.com	+57 3228988557	Beyond Colombia BC SAS | Calle 17 # 4-68. Of. 1612, Bogotá, Colombia	https://www.civitatis.com/es/cali/excursion-mariposario-andoke-cristo-rey/	04-02-2026													
Silvia 	Colombia	Excursión al Parque Nacional Puracé + Avistamiento del cóndor andino	350.000	COP	Sin valorar	3	Aguas termales, arroyos, miradores y hasta una cascada nos esperan en esta excursión al Parque Nacional Puracé. Además, nos acercaremos a las cumbres de este paraje natural para avistar al famoso cóndor andino. ¡Será fascinante! || || Itinerario || || Tras pasar a recogeros por vuestro hotel de Silvia a las 6:40 horas, nos dirigiremos al Parque Nacional Natural Puracé. El trayecto en autobús nos llevará dos horas y media aproximadamente. || || Llegaremos a este enclave ubicado a más de 3400 metros sobre el nivel del mar. Desde sus cumbres realizaremos una actividad de avistamiento de aves que nos permitirá ver al cóndor andino. ¿Sabíais que es una de las aves voladoras más grandes del mundo? Os contaremos numerosas curiosidades de esta especie amenazada que aparece en los escudos de armas de Colombia, Ecuador, Chile y Bolivia. || || Después de una hora maravillándonos con el vuelo del cóndor andino, seguiremos explorando los paisajes del Parque Nacional Puracé. La excursión nos llevará hasta el valle de frailejones, una especie vegetal muy típica de los páramos. ¡Existen un total de 90 variedades en todo el país! || || Las siguientes paradas serán en la cascada del río Bedón, la laguna de Andulbio y el pozo de los deseos. Disfrutaremos de las increíbles aguas cristalinas de estos monumentos naturales y tendréis tiempo para haceros cientos de fotos. || || Por último, visitaremos los termales de San Juan, un conjunto de piscinas y ríos de aguas calientes que adquieren curiosos colores grises, turquesas, rosas y verdes. ¡Os contaremos el motivo! || || Antes de regresar a Silvia, disfrutaremos de un delicioso almuerzo compuesto por pescado, carne asada o pollo. El plato estará acompañado de diferentes guarniciones como arroz, ensalada o patacones, además de una bebida. || || Repuestas las fuerzas, regresaremos al autobús y finalizaremos la actividad dejándoos en vuestro hotel a las 18:00 horas.	Destinos Tours	destinostourcauca@gmail.com	+57 3216368800	Elkin Alejandro Cordoba Perez | Cra 31 #24A 10, Popayán, Colombia	https://www.civitatis.com/es/silvia/excursion-purace-avistamiento-condor-andino/	04-02-2026													
Barichara	Colombia	Senderismo por el cañón del Chicamocha	350.000	COP	Sin valorar	3	Esta ruta de senderismo por el cañón del Chicamocha os sorprenderá por los increíbles paisajes y por la biodiversidad que descubriremos en el camino. Recorreremos un total de 10 kilómetros para admirar una auténtica maravilla natural. || || Itinerario || || A la hora indicada nos reuniremos en el parque principal de Barichara y subiremos a un minibús que nos llevará hasta la aldea de Villanueva. El trayecto por carretera durará dos horas aproximadamente. || || Una vez hayamos llegado a nuestro destino, bajaremos del vehículo y nos acercaremos al alto de Martha, donde empezaremos una emocionante ruta de senderismo por el cañón del Chicamocha. || || Haremos una caminata de 10 kilómetros atravesando parajes, como las veredas de Macaregua o la Mesa de los Santos, y municipios como Aratoca. Los senderos nos conducirán hasta el mirador Rancho alegre, que ofrece una de las mejores vistas del cañón del Chicamocha. ¡Momento foto! || || Haremos un breve descanso en este punto panorámico mientras os desvelamos cómo se ha ido modelando este paisaje a lo largo de los siglos. ¿Sabíais que este lugar llegó a postularse para formar parte de la lista de las Maravillas Naturales del Mundo? || || Seguiremos la marcha contemplando la vegetación que rodea el cañón del Chicamocha y su río, así como a las aves y monos que habitan este Parque Nacional. Además, encontraremos algunos tramos empedrados que fueron diseñados por el ingeniero alemán Geo von Lengerke durante la época colonial. || || Dado que la ruta de trekking es intensa y tiene una duración total de cinco horas, haremos una parada para reponer fuerzas con un pícnic al aire libre. Incluye un sándwich, una pieza de fruta y agua. || || Con las energías renovadas, iniciaremos el tramo final de la caminata rumbo al pueblo de Jordán. Allí nos estará esperando el minibús y, tras nueve horas de excursión, finalizaremos la actividad llegando al punto de partida en Barichara.	Luis Alexander Jiménez Ballesteros	alexbarichara@gmail.com	3156304696	Luis Alexander Jiménez Ballesteros | Carrera 3 Sur N 9-85 San Luis, Barichara, Colombia	https://www.civitatis.com/es/barichara/senderismo-canon-chicamocha/	04-02-2026													
Armenia	Colombia	Excursión a Pereira + Visita a una finca de plátanos	350.000	COP	Sin valorar	3	Visita la Perla del Otún con esta excursión a Pereira desde Armenia y conoce su tradición frutal visitando una finca de plátanos. ¡Te encantará! || || Itinerario || || A las 8:00 horas pasaremos a recogeros por vuestro hotel de Armenia para dirigirnos a Pereira, a 45 kilómetros de distancia. || || Tras una hora de viaje, llegaremos a las inmediaciones de este municipio y, antes de entrar haremos un recorrido por sus cultivos de piña para conocer la tradición frutal de esta localidad del departamento de Risaralda. || || Seguidamente, pararemos para hacer una degustación de arepas de choclo, unas deliciosas tortillas elaboradas con maíz que normalmente van acompañadas con alguna salsa. || || A continuación, nos dirigiremos al núcleo urbano de Pereira, donde veremos lugares tan representativos como el viaducto César Gaviria, la plaza Simón Bolívar o la catedral de Nuestra Señora de la Pobreza. Además, os desvelaremos algunas curiosidades sobre Pereira, como el origen de su nombre. || || La siguiente parada será en una finca de plátanos, en la que descubriremos el proceso de cultivo de los bananos colombianos, desde la siembra hasta la recolección. ¿Sabíais que Colombia es el quinto país mayor exportador de plátanos del mundo? || || Finalmente, después de la visita a la finca platanera, retomaremos el camino de vuelta a Armenia. Os dejaremos en vuestro hotel a las 15:00 horas.	Recreatur San Cristobal	comercialweb@recreatur.co	+57 3174050999	Recreatur SAN CRISTOBAL SAS | avenida sur No 29-30, Pereira, Colombia	https://www.civitatis.com/es/armenia-colombia/excursion-pereira-finca-platanos/	04-02-2026													
Pasto	Colombia	Visita a una comunidad inga en Sibundoy	455.000	COP	Sin valorar	3	Animaos a disfrutar de una auténtica experiencia indígena conociendo una de las etnias más desconocidas de Colombia con esta visita a una comunidad inga en Sibundoy. || || Itinerario || || Nos encontraremos a las 7:30 horas junto al monumento de Antonio Nariño para comenzar un tour de lo más especial. || || Dejaremos atrás la selva húmeda amazónica y pasaremos junto a las cordilleras andinas. Llegaremos al valle de Sibundoy, situado al noroeste del departamento de Putumayo. Aquí visitaremos una comunidad inga o camsá, una etnia indígena característica de esta zona de Colombia. || || Los miembros de la tribu compartirán con nosotros su cultura y tradiciones, mostrándonos su aldea y sus viviendas. También conoceremos algunos aspectos de su medicina tradicional, cuyos conocimientos ha ido pasando de generación en generación. || || Aprenderemos los preceptos básicos de la cosmovisión andina tal y como la ven los ingas, y haremos un recorrido por las chagras, pequeños terrenos de cultivo indígenas. || || A mediodía, nos ofrecerán un saludable almuerzo elaborado con los productos de sus cultivos, y por la tarde asistiremos a una ceremonia espiritual de armonización, de la que saldréis totalmente renovados. || || Por último, regresaremos al punto salida en Pasto, donde llegaremos en torno a las 17:30 horas.	Tapiz De Retazos	henrylopezunigarro@yahoo.es	+57 3147520605	Henry Lopez Unigarro | Calle 18 A 25 68 oficina 301, Pasto, Colombia	https://www.civitatis.com/es/pasto/visita-comunidad-inga-sibundoy/	04-02-2026													
Armenia	Colombia	Tour panorámico privado por Armenia	480.000	COP	Sin valorar	3	Dejaos seducir por los encantos de la capital del Quindío en este tour panorámico por Armenia. ¡Disfrutaréis de un guía en exclusiva para vosotros! || || Itinerario || || A la hora que elijáis, os recogeremos en vuestro hotel de Armenia y pondremos rumbo en coche o minibús al centro de la ciudad. ¿Listos para conocer la capital del Quindío? ¡Vamos! || || A medida que recorremos el centro histórico, iremos desgranando la historia de esta urbe apodada “ciudad milagro”. Gracias a su ubicación privilegiada en el corazón del Eje Cafetero de Colombia, los atractivos turísticos de Armenia no han dejado de aumentar en los últimos años. || || Nos detendremos en la plaza de Bolívar para disfrutar de sus coloridos murales de carácter social. Tras hacer algunas fotos, pasaremos a recorrer los principales espacios verdes de Armenia, como el Parque de los Fundadores y el Parque Sucre, que alberga las famosas letras de colores. || || Además, a lo largo de todo el tour panorámico, iremos descubriendo las pequeñas galerías de arte y tiendas artesanales escondidas en sus calles. ¡Os encantarán! || || Después de cuatro horas recorriendo Armenia en coche, os llevaremos de vuelta al hotel y pondremos fin al tour panorámico.	Colombian Senses	colombiansenses@gmail.com	+57 3176362928	YOLANDA PEREZ ARROYAVE | Carrera 14 # 9n-31, Armenia, Colombia	https://www.civitatis.com/es/armenia-colombia/tour-panoramico-armenia/	04-02-2026													
Salento	Colombia	Excursión al volcán Machín	487.000	COP	Sin valorar	3	Miradores naturales, exuberante vegetación, gastronomía local... En esta excursión al volcán Machín pasaremos un día en plena naturaleza y conoceremos uno de los volcanes más imponentes de Colombia. ¡Toda una aventura! || || Itinerario || || A la hora indicada nos reuniremos en el parque principal de Salento para emprender nuestra excursión hasta las inmediaciones del volcán Machín. ¡Vamos allá! || || Durante el trayecto en 4x4, cruzaremos la Vereda Camino Nacional, uno de los caminos más antiguos de América del Sur. Disfrutaréis de unos paisajes increíbles y un lugar lleno de historia. || || Realizaremos una parada en el mirador de los Nevados para degustar un delicioso café colombiano mientras apreciamos las maravillosas vistas que regala este lugar, como la Cascada de la Ceja. Después, para coger fuerzas, tomaremos un desayuno típico de la región al lado de las impresionantes palmas de cera. ¿Sabíais que esta palmera es exclusiva de los Andes Colombianos y que puede alcanzar una altura de hasta 70 metros? ¡Espectacular! || || Con las pilas cargadas, continuaremos nuestra excursión en dirección a Toche. Una vez allí, disfrutaremos de un almuerzo típico mientras observamos los alrededores de esta pequeña población, en la que destacan sus pintorescas casas ubicadas en medio de una de las cordilleras más imponentes del mundo, la cordillera de los Andes. En el camino, pasaremos también por uno de los cementerios más extraños de Colombia, situado en medio del bosque y sobre el camino Nacional. || || Tras este recorrido y con la energía arriba, llegaremos al volcán Machín. Tendréis alrededor de tres horas de tiempo libre para explorar toda la zona de uno de los volcanes más imponentes del país cafetero. Os recomendamos que apreciéis las estalagmitas que se forma en el suelo de sus cuevas. ¿Habéis traído vuestra cámara de fotos? Desde estos lugares podréis tomar las mejores instantáneas. || || Finalmente, la excursión terminará dejándoos de nuevo en el punto de partida en Salento a las 19:30 horas.	Escuela Aves De Salento	escuelaavesdesalento@gmail.com	+57 3108337003	ESCUELA AVES SALENTO S.A.S. | CRA 14 22 09 TORRE COFINCAFE P4, Armenia, Colombia	https://www.civitatis.com/es/salento/excursion-volcan-machin/	04-02-2026													
Cartagena de Indias	Colombia	Tour en kayak por Tierra Bomba	500.000	COP	Sin valorar	3	En este tour en kayak por Tierra Bomba rodearemos esta paradisíaca isla situada frente a las costas de Cartagena de Indias. ¿Estáis preparados para remar? || || Itinerario || || Nos reuniremos a las 7:00 horas en la playa de Castillo Grande, donde os explicaremos unas breves normas de seguridad. || || A continuación, emprenderemos un tour en kayak por el Caribe colombiano en el que recorremos 28 kilómetros durante un tiempo aproximado de entre 5 y 6 horas. ¡Pero tranquilos, ya que haremos diferentes paradas durante el recorrido! || || En primer lugar, tras dejar atrás la costa de Cartagena de Indias, remaremos hasta la paradisíaca isla de Tierra Bomba. Nada más alcanzar la orilla de este enclave, haremos una parada de 40 minutos en la playa de las Monjas. || || Tras descansar en este arenal, continuaremos remando en kayak por el litoral de Tierra Bomba hasta Bocachica. En esta localidad, situada en el extremo sur de la isla, haremos una parada de una hora y media para visitar el fuerte de San Fernando, construido por los españoles en el siglo XVII. || || Al finalizar la visita por este fortín, volveremos a los kayaks para navegar hasta la costa norte de Tierra Bomba. En esta zona de la isla se encuentra la localidad de Punta Arenas, donde repondremos fuerzas en un restaurante. El almuerzo incluye una ración de pescado o de pollo a la plancha, según prefiráis. || || Después de comer, descansaremos en Punta Arenas y emprenderemos la travesía de regreso al punto de encuentro, donde llegaremos entre las 16:00 y las 16:30 horas.	Karib Kayak Y Paddle Center	germansanchez@karibkayakypaddle.com	3186037765	Karib natural Adventure SAS | Av Paseo Bolívar, Urb la Española, mz K, casa 30, Cartagena de Indias, Colombia	https://www.civitatis.com/es/cartagena-de-indias/tour-kayak-tierra-bomba/	04-02-2026													
Medellín	Colombia	Excursión a Santa Fe de Antioquia y río Cauca+ Paseo a caballo	520.000	COP	Sin valorar	3	Si queréis combinar naturaleza y adrenalina, esta excursión a Santa Fe de Antioquia es perfecta para vosotros. Exploraremos el imponente cañón del río Cauca y terminaremos el día dando un paseo a caballo. ¡Os lo pasaréis en grande! || || Itinerario || || A la hora indicada nos encontraremos en el supermercado Éxito de Robledo. Desde allí, dejaremos atrás Medellín y haremos un viaje por carretera de una hora y media hasta el pueblo de Santa Fe de Antioquia, situado a orillas del río Cauca. || || Al llegar al cañón del río, tras una charla de seguridad, nos subiremos a las embarcaciones para aprender la navegación. Con todo preparado, ¡vamos al agua! || || Iniciaremos un emocionante descenso por el río Cauca durante unas dos horas. A lo largo de la ruta, combinaremos tramos de rápidos con zonas más tranquilas que nos permitirán contemplar los paisajes de la cordillera de los Andes. || || Tras esta aventura acuática, nos estarán esperando los caballos para continuar la jornada con una cabalgata de una hora y media. Recorriendo los senderos junto al río, disfrutaremos de la belleza del bosque tropical al más puro estilo del llano colombiano. || || Finalmente, pondremos el broche de oro a la actividad brindando con una bebida típica de la región. Podréis escoger entre guandolo, jugo de tamarindo o mazamorra. || || Con las energías renovadas, nos subiremos de nuevo al transporte que nos llevará de regreso al punto de encuentro en Medellín, donde nos despediremos tras siete horas de experiencia.	Naturaventura	naturaventurasantafe@gmail.com	3136678150	DIANA MARIA LONDOÑO GOMEZ | VDA EL TUNAL, Santa fe de Antioquia, Colombia	https://www.civitatis.com/es/medellin/rafting-santa-fe-antioquia-caballo/	04-02-2026													
Cartago	Colombia	Visita guiada por Cartago	79.000	COP	Sin valorar	3	En esta visita guiada por Cartago recorreremos el centro histórico de una de las ciudades más bonitas del Valle del Cauca, cuya historia y paisajes os cautivarán. || || Itinerario || || Comenzaremos esta visita guiada por Cartago en el Parque de los Periodistas a la hora indicada. ¿Preparados para conocer el pasado de la ciudad? Aunque no se trata de un tour teatralizado, en tres momentos del recorrido saldrán a nuestro encuentro unos personajes históricos que complementarán las explicaciones del guía. || || Tras una introducción, iniciaremos el paseo por el centro histórico de Cartago conociendo la historia de la conquista. Además, descubriremos de dónde procede el nombre del río La Vieja y apreciaremos la diversidad de estilos arquitectónicos del casco viejo. || || A continuación, nos dirigiremos al Parque Santander para tomar una bebida típica del Valle del Cauca en el café Umbrellas. Después, visitaremos la Casa Artesanal para ver sus manufacturas. Seguiremos el recorrido hasta la iglesia de Nuestra Señora de la Pobreza, donde veremos un manto de la Virgen de más de 400 años. || || La siguiente parada tendrá lugar en la Casa del Virrey, una obra maestra de la arquitectura colonial construida para alojar en ella a José Manuel de Ezpeleta. Lo más curioso es que este virrey de Nueva Granada nunca llegó a alojarse en este suntuoso edificio. || || Continuaremos el tour por Cartago en la catedral de Nuestra Señora del Carmen, cuyo campanario es una réplica del torreón de la catedral italiana de Pompeya. ¿Sabéis por qué los arquitectos se inspiraron en esta atalaya? ¡Lo descubriremos! || || Finalmente, tras un recorrido de cuatro horas, concluiremos la visita guiada por Cartago en la asociación de artesanos ASOCUART, donde podréis adquirir algún producto manufacturado. || || Tour del grafiti bordado || || Si, además de la visita guiada, deseáis disfrutar además del tour del grafiti bordado por Cartago, podéis optar por el tour de Cartago al completo.	Wowco Colombia	vamos@wowco.co	3158721532	WOW EXPERIENCES S.A.S | Carrera 4 #11-38 - Edificio Diaz Lopez - 501, Cartago, Colombia	https://www.civitatis.com/es/cartago/visita-guiada-cartago/	05-02-2026													
Riohacha	Colombia	Tour de 2 días por Manaure y el Santuario Los Flamencos	806.000	COP	Sin valorar	3	Acompañadnos en este tour de 2 días por Manaure y el Santuario Los Flamencos, en el que nos esperan montañas de sal, piscinas de agua rosada y aves zancudas. ¡Un auténtico paraíso en el desierto colombiano de La Guajira! || || Itinerario || Día 1: Riohacha - Manaure - Santuario Los Flamencos || || A la hora indicada, pasaremos a recogeros por el punto de encuentro de Riohacha que elijáis y comenzaremos un viaje por carretera hasta Manaure, un municipio conocido como la novia blanca de Colombia. ¿Queréis saber por qué? ¡Vamos a ello! || || Realizaremos la primera parada en las famosas salinas de Manaure. ¡Os impresionará este paisaje formado por montañas de sal y piscinas de agua rosada! Allí os contaremos todo lo referente a la sal y contemplaremos las 4200 hectáreas que se utilizan para su producción. || || Tras esta visita, tomaremos un almuerzo que incluye un plato de arroz con carne o pescado, patacones y ensalada. Por la tarde, nos desplazaremos hasta el Santuario de Fauna y Flora Los Flamencos. Esta área protegida es una importante zona de concentración de estas simpáticas aves zancudas.? ¡Un lugar que os enamorará! || || Antes de regresar a Manaure disfrutaremos de un masaje con sal. ¿Habéis oído hablar de la saloterapia? Esta práctica ancestral ha sido utilizada a lo largo del tiempo por sus resultados a nivel dermatológico y como relajante muscular. || || Al finalizar esta experiencia, veremos el atardecer al calor de una fogata en la playa. Terminaremos el día en el hotel de Manaure donde cenaremos y descansaremos hasta el día siguiente. || || Día 2: Manaure - Ranchería wayuu - Riohacha || || Tras desayunar en el hotel, seguiremos la travesía hasta las playas de Manaure. A mediodía tomaremos un almuerzo para degustar los mejores platos de la gastronomía colombiana. ¡Qué sabroso! || || Por la tarde, nos desplazaremos hacia una ranchería wayuu. Allí os hablaremos de las tradiciones y el estilo de vida de los wayuu, considerado como el pueblo indígena más grande de Colombia. Nos adentraremos en sus viviendas, veremos su particular vestimenta y conoceremos sus artesanías típicas. || || A las 14:00 horas iniciaremos el regreso a Riohacha. || || Alojamiento y comidas || || El tour incluye una noche de alojamiento en el Hotel Brisas del Mar de Manaure o uno similar. Además, tendréis incluidos dos desayunos, dos almuerzos y una cena. || || Además, al reservar, podréis escoger entre dos tipos de acomodación en el hotel: || || Habitación privada o compartida, dependiendo de la disponibilidad del alojamiento. || Hamaca ubicada en una terraza al aire libre. || Puntos de encuentro || || A la hora de reservar, podréis elegir entre los siguientes puntos de encuentro: || || Aeropuerto Internacional Almirante Padilla. || Terminal de Transportes de Riohacha.	Supuna Ichii Travel	teraep@hotmail.com	3016501482	TERESITA DE JESUS RAMIREZ EPIEYU | CRA 4 #11-114 BR LA CRUZADA, manaure, Colombia	https://www.civitatis.com/es/riohacha/2-dias-manaure-santuario-flamencos/	04-02-2026													
Ibagué	Colombia	Tour de 2 días por Murillo y Líbano	870.000	COP	Novedad	3	En este tour de 2 días por Murillo y Líbano exploraremos los territorios montañosos del norte de Tolima, disfrutando del aire puro de la sierra y de la espectacular vista de los picos de los montes Nevado del Ruiz y Cumanday. || || Itinerario || Día 1 || || Os recogeremos a las 6:00 horas en vuestro hotel de Ibagué para poner rumbo hacia el norte de Tolima y descubrir sus principales atractivos. || || Nuestra primera parada será en Líbano, uno de los municipios más turísticos de la región. Para conocerlo, haremos una visita guiada por sus lugares más emblemáticos, como el parque principal o la catedral de Nuestra Señora del Carmen, cuya bella fachada neogótica está flanqueada por dos pináculos. || || Haremos una pausa para tomar un almuerzo de un plato principal y una bebida, y después nos dirigiremos a Murillo. Por el camino realizaremos una parada en la famosa cascada del Silencio, donde tendréis tiempo para hacer fotografías de su bello entorno. Finalizaremos el primer día del tour cenando y descansando en el alojamiento de Murillo. || || Día 2 || || El segundo día desayunaremos en el hotel y aprovecharemos la mañana para visitar los baños termales La Cabaña, que se encuentran en un páramo enclavado entre las montañas. Aquí podréis disfrutar de un relajante baño en sus aguas procedentes de la sierra mientras contempláis el hermoso paisaje del Nevado del Ruiz. || || A continuación, regresaremos a Murillo para almorzar y descubrir esta localidad de montaña, rodeada de cascadas y lagunas. Después, iniciaremos el camino de vuelta a Ibagué, donde llegaremos a última hora de la tarde. || || Alojamiento || || El tour incluye una noche de alojamiento en habitación doble en el Hostal Wanda, Hotel Turista o similar.	Camaleón Travel	redcamaleon.tye@gmail.com	+57 3227634643	EDWIN FERNANDO ARANA GOYES | Mz 34 Cs 7 Et 8 Brr Jordán, Ibagué, Colombia	https://www.civitatis.com/es/ibague/tour-2-dias-murillo-libano/	04-02-2026													
Cartagena de Indias	Colombia	Taller de turbantes en Cartagena	90.000	COP	Sin valorar	3	Colores vibrantes, historias ancestrales y un arte que transmite identidad. Todo esto y muchas sorpresas más os espera en este taller de turbantes en Cartagena, una experiencia que une tradición y estilo. ¡Os encantará! || || Itinerario || || A la hora indicada nos reuniremos en la plaza de la Trinidad, en pleno corazón del barrio de Getsemaní. Desde allí, caminaremos unos metros hasta la calle Lomba, donde nos adentraremos en un espacio acogedor que nos recibirá con coloridas telas y texturas únicas. || || Comenzaremos con una introducción sobre la herencia cultural de los turbantes, descubriendo su importancia en la tradición y el simbolismo que han tenido a lo largo de los siglos en Cartagena de Indias. ¿Sabíais que cada estilo de turbante encierra una historia propia? || || A continuación, realizaremos un taller práctico en el que aprenderéis tres técnicas diferentes para atar turbantes. Cada una tiene un estilo y un encanto particular, y podréis experimentar con las telas para encontrar la que mejor se adapte a vuestra personalidad. || || Durante la actividad, disfrutaréis de un zumo de frutas de temporada que hará aún más agradable la experiencia. Entre pliegues y nudos, también conoceréis las historias y tradiciones que acompañan a cada diseño, reforzando el vínculo entre arte y cultura. || || Finalmente, tras aproximadamente una hora y media, nos despediremos y podréis llevaros vuestro propio turbante, una pieza que podréis lucir con orgullo y que será un recuerdo inolvidable de vuestra visita a Cartagena. || || Descubre la cultura africana de Cartagena || || Si queréis saber por qué los turbantes son tan típicos en Cartagena y profundizar en los orígenes de esta tradición, os recomendamos reservar nuestro tour de la cultura africana, en el que un guía os contará un montón de curiosidades.	Family Friendly Experiences	keylamerinotutor@gmail.com	5,73024E+11	Keyla Patricia Meriño Perea | CR 34 36 56 BRR EL REFUGIO, Barrancabermeja, Colombia	https://www.civitatis.com/es/cartagena-de-indias/taller-turbantes-cartagena/	04-02-2026													
Cartagena de Indias	Colombia	Salto en paracaídas en Cartagena	1.337.000	COP	Sin valorar	2	¿Os gustan las emociones fuertes? Entonces no podéis perderos esta actividad de salto en paracaídas en Cartagena. Sobrevolaréis el mar Caribe y sus playas de arena dorada mientras vivís una experiencia llena de adrenalina. || || Itinerario || || Nos encontraremos a la hora indicada en el Aeródromo Los Campanos, punto de partida de una de las aventuras más emocionantes que podréis vivir en Cartagena de Indias. ¿Listos para sentir la adrenalina recorriendo todo vuestro cuerpo? || || Comenzaremos con una instrucción en tierra para conocer el equipo y las medidas de seguridad. Durante esta introducción, aprenderemos los pasos básicos para que el salto sea seguro, además de emocionante. || || Con todo listo, subiremos a bordo de una avioneta para realizar un vuelo de unos 25 minutos. Desde el cielo, disfrutaremos de unas impresionantes vistas del mar Caribe, sus aguas turquesas y las playas doradas de la costa colombiana que brillan bajo el sol. || || Llegará entonces el momento de la verdad. Acompañados por un instructor certificado, os lanzaréis desde la avioneta a más de 3000 metros de altura. || || Durante la caída libre, alcanzaréis velocidades cercanas a los 200 kilómetros por hora, sintiendo la adrenalina recorrer vuestro cuerpo. Poco después, se abrirá el paracaídas y experimentaréis una sensación de paz infinita mientras contempláis el horizonte caribeño desde una perspectiva única. || || El aterrizaje se realizará en una zona segura, donde os ayudarán a quitaros el equipo. Después, recibiréis fotografías y un vÍdeo de la experiencia para revivirla siempre que queráis. || || Finalmente, nos despediremos en el punto de encuentro tras una hora y media de actividad en total. || || Requisitos || || Debéis tener en cuenta que el peso máximo para participar en la actividad es de 90 kilos para las mujeres y 100 kilos para los hombres.	Experiencias De Paracaidismo En Colombia	info@vuelaepico.co	3118378222	EXPERIENCIAS DE PARACAIDISMO EN COLOMBIA S.A.S | Aerodromo los Campanos km 78 via Cartagena - Barranquilla, Tubara, Bajo la Habana, Tubara, Colombia	https://www.civitatis.com/es/cartagena-de-indias/salto-paracaidas-cartagena/	04-02-2026													
