destino,pais,actividad,precio,moneda,rating,viajeros,operador,email,telefono,direccion,url_actividad,fecha_scan
Hikkaduwa,Sri Lanka,Buceo en Unawatuna,"59.892,06 CL$",CLP,Sin valorar,2 viajeros,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/buceo-unawatuna/,2026-02-02
Hikkaduwa,Sri Lanka,Surf en Unawatuna,"36.856,65 CL$",CLP,Sin valorar,,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/surf-unawatuna/,2026-02-02
Hikkaduwa,Sri Lanka,Safari privado por el Parque Nacional Yala,"239.568,26 CL$",CLP,Sin valorar,10 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/safari-parque-yala/,2026-02-02
Haputale,Sri Lanka,Senderismo hasta una plantación de té de Haputale,"42.385,15 CL$",CLP,Sin valorar,2 viajeros,Sri Lanka Trekking Club,deen395@sltnet.lk,094 777646243,"B.M.Mohideen | Monisha Villa, Hamparawea, Bandarawela, Bandarawela, Sri Lanka",https://www.civitatis.com/es/haputale/senderismo-plantacion-te-haputale/,2026-02-02
Haputale,Sri Lanka,Tour en tuk tuk por las plantaciones de té de Haputale,"23.035,41 CL$",CLP,1 opinión,4 viajeros,Sri Lanka Trekking Club,deen395@sltnet.lk,094 777646243,"B.M.Mohideen | Monisha Villa, Hamparawea, Bandarawela, Bandarawela, Sri Lanka",https://www.civitatis.com/es/haputale/tour-tuk-tuk-plantaciones-te/,2026-02-02
Haputale,Sri Lanka,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Haputale,Sri Lanka,Tour privado por Ella,"245.096,76 CL$",CLP,1 opinión,16 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/ella/tour-privado-ella/,2026-02-02
Haputale,Sri Lanka,Ruta privada de trekking por Little Adam's Peak,"257.996,59 CL$",CLP,Sin valorar,2 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/ella/trekking-little-adams-peak/,2026-02-02
Haputale,Sri Lanka,Safari privado por el Parque Nacional Yala,"172.765,57 CL$",CLP,5 opiniones,54 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/ella/safari-parque-yala/,2026-02-02
Haputale,Sri Lanka,Excursión privada a las cataratas Bambarakanda,"58.049,23 CL$",CLP,Sin valorar,,Ella Holidays (Private) Limited,ellaholidays24x7@gmail.com,+94750981007,"Ella Holidays (Private) Limited | Peliyadorawatta Idama, Haputale, Sri Lanka",https://www.civitatis.com/es/ella/excursion-privada-cataratas-bambarakanda/,2026-02-02
Haputale,Sri Lanka,Excursión privada a las cascadas de Diyaluma,"51.599,31 CL$",CLP,Sin valorar,,Ella Holidays (Private) Limited,ellaholidays24x7@gmail.com,+94750981007,"Ella Holidays (Private) Limited | Peliyadorawatta Idama, Haputale, Sri Lanka",https://www.civitatis.com/es/ella/excursion-privada-cascadas-diyaluma/,2026-02-02
Arugam Bay,Sri Lanka,Safari privado por el Parque Nacional de Kumana,"108.268,98 CL$",CLP,Sin valorar,4 viajeros,Arugambay Agenda,hanasofficial101@gmail.com,0726479635,"Mohamed Hanas | Tsunami hotel road, Arugambay, Arugambay, Pottuvil, Sri Lanka",https://www.civitatis.com/es/arugam-bay/safari-kumana/,2026-02-02
Arugam Bay,Sri Lanka,Paseo privado en barco por los manglares de Pottuvil,"54.133,01 CL$",CLP,Sin valorar,,Arugambay Agenda,hanasofficial101@gmail.com,0726479635,"Mohamed Hanas | Tsunami hotel road, Arugambay, Arugambay, Pottuvil, Sri Lanka",https://www.civitatis.com/es/arugam-bay/paseo-barco-manglares-pottuvil/,2026-02-02
Arugam Bay,Sri Lanka,Curso de surf en Arugam Bay,"27.069,46 CL$",CLP,Sin valorar,,Arugambay Agenda,hanasofficial101@gmail.com,0726479635,"Mohamed Hanas | Tsunami hotel road, Arugambay, Arugambay, Pottuvil, Sri Lanka",https://www.civitatis.com/es/arugam-bay/curso-surf-arugam-bay/,2026-02-02
Arugam Bay,Sri Lanka,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Galle,Sri Lanka,Excursión privada a la reserva de Sinharaja,"161.247,87 CL$",CLP,Sin valorar,3 viajeros,Btr S L,roshanhussain104@yahoo.com,0094770286418,"BTR SL | 106 Colombo Road, Galle, Sri Lanka",https://www.civitatis.com/es/galle/excursion-reserva-sinharaja/,2026-02-02
Galle,Sri Lanka,Seguro de viaje Civitatis,"20.167,42 CL$",CLP,2.904 opiniones,95.919 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-02
Galle,Sri Lanka,Excursión privada a Galle,"184.283,28 CL$",CLP,Sin valorar,6 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/excursion-galle/,2026-02-02
Galle,Sri Lanka,Snorkel en Unawatuna,"36.856,65 CL$",CLP,Sin valorar,5 viajeros,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/snorkel-unawatuna/,2026-02-02
Galle,Sri Lanka,Bautismo de buceo en Hikkaduwa,"69.106,23 CL$",CLP,Sin valorar,2 viajeros,Adrenaline.lk,adrenalinelk@gmail.com,+94767019711,"Adrenaline.LK (Private) Limited | 179/15, Suhada Mawatha, Rathmaldeniya, Pannipitiya, Pannipitiya, Sri Lanka",https://www.civitatis.com/es/hikkaduwa/bautismo-buceo-hikkaduwa/,2026-02-02
Galle,Sri Lanka,Buceo en Unawatuna,"59.892,06 CL$",CLP,Sin valorar,2 viajeros,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/buceo-unawatuna/,2026-02-02
Galle,Sri Lanka,Snorkel en Hikkaduwa,"27.642,49 CL$",CLP,Sin valorar,3 viajeros,Adrenaline.lk,adrenalinelk@gmail.com,+94767019711,"Adrenaline.LK (Private) Limited | 179/15, Suhada Mawatha, Rathmaldeniya, Pannipitiya, Pannipitiya, Sri Lanka",https://www.civitatis.com/es/hikkaduwa/snorkel-hikkaduwa/,2026-02-02
Galle,Sri Lanka,Curso de buceo PADI Open Water en Hikkaduwa,"432.144,29 CL$",CLP,Sin valorar,,Adrenaline.lk,adrenalinelk@gmail.com,+94767019711,"Adrenaline.LK (Private) Limited | 179/15, Suhada Mawatha, Rathmaldeniya, Pannipitiya, Pannipitiya, Sri Lanka",https://www.civitatis.com/es/hikkaduwa/curso-buceo-padi-open-water/,2026-02-02
Galle,Sri Lanka,Surf en Unawatuna,"36.856,65 CL$",CLP,Sin valorar,,Zri Adventures,info@zriadventures.com,+94778941243,"Z R I ADVENTURES (PRIVATE) LIMITED | 18, Frances Road,Wellawatte, Colombo 06, Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/surf-unawatuna/,2026-02-02
Galle,Sri Lanka,Safari privado por el Parque Nacional Yala,"239.568,26 CL$",CLP,Sin valorar,10 viajeros,Ceylon Travel Dream,ceylonreservationsteam@gmail.com,+94 76 92 13 119,"CEYLON TRAVEL DREAM | E/1 , Magala,Maliboda, Wellampitiya,Colombo, Sri Lanka",https://www.civitatis.com/es/unawatuna/safari-parque-yala/,2026-02-02
